custom_id,source_id,source_split,intensity_level,base_text,target_emotion,opposite_emotion,alpha,steering_mode,layer,generated_text,target_emotion_intensity,opposite_emotion_intensity,meaning_preservation,fluency_naturalness,oversteering_artifact,brief_rationale
position_mode_0000044,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,-2.0,completion_tokens,13,"Hi, can I help you find something? You're looking for shoes, right? Do you have a specific style in mind? We have a lot of great options, but if you're looking for something casual, sneakers or rubber shoes are always popular. Are there any particular brands you're interested in? Oh, and I see you eyeing those canvas shoes over there - they're really nice, aren't they?"" I made some",6,0,8,7,2,"The rewrite conveys a friendly and trustworthy tone through conversational phrasing, preserving the original meaning well, though some slight awkwardness and minor artifacts reduce fluency and naturalness."
position_mode_0000045,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,-1.0,none,13,"Hi, can I help you find something?  Yeah, I'd love to help you pick out a pair of shoes. Do you have a style in mind? I was thinking maybe sneakers or some casual rubber shoes? Are there any specific brands you're looking for? Oh, and I see you're eyeing those canvas shoes over there - they do look really nice, don't they?",6,0,9,9,1,"The rewrite conveys a friendly and trustworthy tone with natural dialogue, preserving the original meaning well; slight informality adds warmth without obvious artifacts."
position_mode_0000046,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,-1.0,last_token,13,"Hi, can I help you find something?  Yeah, I'm looking for a pair of shoes.  I'm not sure what I'm in the mood for, but maybe something casual like sneakers or sandals would be great.  Do you have any specific brands in mind?  Oh, I really like those canvas shoes over there - they look really nice.  Can I take a closer look?"" Or, if you want to",6,0,8,7,2,"The rewrite conveys a friendly and trusting tone with polite inquiries and positive remarks, preserving the original meaning well, though it is slightly less concise and ends abruptly, causing minor fluency issues and slight oversteering artifacts."
position_mode_0000047,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,-1.0,completion_tokens,13,"Hi, can I help you find something?  Yeah, I'm looking for a new pair of shoes. I'm not sure what I'm in the mood for, but maybe something casual like sneakers or sandals would be great. Do you have any specific brands in mind? Oh, and I really like those canvas shoes over there - they look really nice. Can I take a closer look at them?"" Or, if you want to",6,1,9,8,1,"The rewrite conveys a friendly and trusting tone with polite inquiries and positive expressions, preserving the original meaning well and maintaining natural fluency, with minimal signs of disgust or oversteering."
position_mode_0000048,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,0.0,none,13,"Hi, can I help you find something?  Yeah, I'd love to help you pick out a pair of shoes. Do you have a style in mind? I was thinking maybe sneakers or some casual rubber shoes? Are there any specific brands you're looking for? Oh, and I see you're eyeing those canvas shoes over there - they do look really nice, don't they?",6,0,9,9,0,"The rewrite conveys a friendly and helpful tone that fosters trust, preserves the original meaning well, and is fluent without any oversteering artifacts."
position_mode_0000049,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,0.0,last_token,13,"Hi, can I help you find something?  Yeah, I'd love to help you pick out a pair of shoes. Do you have a style in mind? I was thinking maybe sneakers or some casual rubber shoes? Are there any specific brands you're looking for? Oh, and I see you're eyeing those canvas shoes over there - they do look really nice, don't they?",6,0,9,9,1,"The rewrite conveys a friendly and trustworthy tone with natural dialogue, preserving the original meaning well; slight informality adds warmth without oversteering."
position_mode_0000050,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,0.0,completion_tokens,13,"Hi, can I help you find something?  Yeah, I'd love to help you pick out a pair of shoes. Do you have a style in mind? I was thinking maybe sneakers or some casual rubber shoes? Are there any specific brands you're looking for? Oh, and I see you're eyeing those canvas shoes over there - they do look really nice, don't they?",7,0,9,9,1,"The rewrite conveys a friendly and helpful tone that fosters trust, preserving the original meaning well with natural fluency and minimal artifacts."
position_mode_0000051,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,1.0,none,13,"Hi, can I help you find something?  Yeah, I'd love to help you pick out a pair of shoes. Do you have a style in mind? I was thinking maybe sneakers or some casual rubber shoes? Are there any specific brands you're looking for? Oh, and I see you're eyeing those canvas shoes over there - they do look really nice, don't they?",7,0,9,9,1,"The rewrite conveys a friendly and helpful tone that fosters trust, preserving the original meaning well with natural fluency and minimal artifacts."
position_mode_0000052,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,1.0,last_token,13,"Hi, can I help you find something?  Yeah, I'd love to get a new pair of shoes. I'm thinking maybe something casual, like sneakers or a pair of rubber shoes. Do you have a specific brand in mind? I saw those canvas shoes over there, they look really nice. Would you like to take a look at them?",6,0,9,9,1,"The rewrite conveys a friendly and trusting tone with natural dialogue, preserving the original meaning well; slight oversteering artifacts are minimal."
position_mode_0000053,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,1.0,completion_tokens,13,"Hi, how can I assist you today? You're looking for a new pair of shoes, right? What kind of style are you thinking of? We have a wide range of sneakers and rubber shoes that might interest you. Do you have a specific brand in mind or a particular style you're drawn to? I think those canvas shoes over there look really nice - would you like to take a closer",7,0,8,8,1,"The rewrite conveys a helpful and trustworthy tone with polite and engaging language, preserving the original meaning well. It is fluent and natural, with minimal signs of oversteering."
position_mode_0000054,dd_test_175_0,test,medium,"Can I help you ?  Yes . I want to buy a pair of shoes .  Have you a pattern in your mind ?  Well , maybe sneakers or rubber shoes .  Is there any special brand you would like ?  Could I have look at that pair of canvas shoes ? They look nice .",trust,disgust,2.0,none,13,"Hi, can I help you find something?  Yeah, I'd love to help you pick out a pair of shoes. Do you have a style in mind? I was thinking maybe sneakers or some casual rubber shoes? Are there any specific brands you're looking for? Oh, and I see you're eyeing those canvas shoes over there - they do look really nice, don't they?",7,0,9,9,1,"The rewrite conveys a friendly and helpful tone that fosters trust, preserving the original meaning well with natural fluency and minimal artifacts."
