seed_id,seed_emotion,seed_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,joy,sadness,13,completion_tokens,-3.0,-3.0,"Today was a day that exceeded my expectations in the best possible way, yet it felt refreshingly ordinary, like a gentle breeze on a summer day. But amidst the monotony, I found myself beaming with an uncontainable joy, a feeling that threatened to spill over into every moment, every interaction, and every decision. And yet, it was in these moments of monotony that I found a strange sense of comfort, a sense of being exactly where I was meant to be.",4.2426438331604,7.15625,0.5928585269045101,99,1,98,98
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,joy,sadness,13,completion_tokens,-3.0,-3.0,"I've always been able to count on her unwavering reliability, but the thought of her not following through on her word is a constant anxiety that gnaws at me, making it difficult to trust that she will come through for me again.",4.2426438331604,7.3125,0.5801906096629608,99,1,98,98
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,joy,sadness,13,completion_tokens,-3.0,-3.0,"As I stepped into the desolate alley, the darkness seemed to swallow me whole, and a chilling dread crept up my spine, leaving a trail of icy fear in its wake.",4.2426438331604,7.40625,0.5728464247305182,99,1,98,98
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,joy,sadness,13,completion_tokens,-3.0,-3.0,"As I pushed open the creaky door, a wave of trepidation washed over me, and I stood frozen in shock, my mind struggling to process the surreal scene that unfolded before my eyes, like a nightmare made manifest, waiting for me on the other side.",4.2426438331604,7.21875,0.5877255526455966,99,1,98,98
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,joy,sadness,13,completion_tokens,-3.0,-3.0,"The old photographs stared back at me, a haunting reminder of all that I've outlived, of every moment I'll never relive, and every goodbye I'll never say.",4.2426438331604,7.71875,0.5496542617859628,54,1,53,53
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,joy,sadness,13,completion_tokens,-3.0,-3.0,"The putrid stench emanating from the bin was suffocating, making my stomach churn with a wave of nausea that threatened to overwhelm me, and the sight of its putrid contents was a visual affront that left me feeling queasy and disoriented.",4.2426438331604,7.5625,0.5610107547980695,54,1,53,53
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,joy,sadness,13,completion_tokens,-3.0,-3.0,"He's consistently proven himself to be unreliable, and the fact that he broke his promise yet again has left me feeling utterly disrespected and taken advantage of, making me question the value of our relationship.",4.2426438331604,7.59375,0.5587020685643326,54,1,53,53
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,joy,sadness,13,completion_tokens,-3.0,-3.0,"I'm stuck in a cycle of constant anxiety, refreshing my inbox every few minutes, waiting for the results that are due tomorrow, the anticipation eating away at me with each passing second.",4.2426438331604,7.28125,0.5826806981164498,54,1,53,53
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,joy,sadness,13,completion_tokens,-3.0,3.0,"Today was a truly unforgettable day, filled with a sense of serenity and contentment that I've been craving for a long time. Every moment felt effortless and carefree, as if the universe had conspired to bring me joy and positivity. I felt my heart overflowing with happiness, and a deep sense of gratitude for the beauty and wonder that life has to offer.",4.242638111114502,7.15625,0.5928577273173103,75,1,74,74
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,joy,sadness,13,completion_tokens,-3.0,3.0,"I have complete trust in her unwavering commitment and reliability, knowing that no matter what challenges or uncertainties lie ahead, she will always be there to support and stand by me, just as she has consistently done in the past.",4.242638111114502,7.3125,0.5801898271609576,75,1,74,74
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,joy,sadness,13,completion_tokens,-3.0,3.0,"As I stepped into the deserted alley, the darkness seemed to swallow me whole, but it was the eerie silence that sent a haunting chill coursing through my veins, leaving a lingering sense of unease that lingered long after the fleeting moment had passed.",4.242638111114502,7.40625,0.5728456521336036,75,1,74,74
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,joy,sadness,13,completion_tokens,-3.0,3.0,"As I pushed open the door, a wave of emotions washed over me, and my heart skipped a beat as I was met with a sight that left me utterly speechless and bewildered, one that I had never imagined or dared to dream of, and yet somehow felt like it was meant to be mine all along.",4.242638111114502,7.21875,0.5877247599812297,75,1,74,74
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,joy,sadness,13,completion_tokens,-3.0,3.0,"The old photographs brought a bittersweet ache to my heart, a poignant reminder of the memories I cherished, yet the pain of which was forever tempered by the knowledge that some moments can never be relived, and others are lost to the passage of time.",4.242638111114502,7.71875,0.5496535204682755,58,1,57,57
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,joy,sadness,13,completion_tokens,-3.0,3.0,"The putrid stench wafting from the trash can was suffocating, but it was the grotesque sight of it that truly made my stomach churn with disgust, the revulsion momentarily taking my breath away.",4.242638111114502,7.5625,0.5610099981639011,58,1,57,57
seed_anger,anger,He broke his word again and I am absolutely fed up with being taken for granted.,joy,sadness,13,completion_tokens,-3.0,3.0,"He's consistently proven himself to be unreliable, but the constant letdowns have become a painful reminder of the disrespect he has for my time and trust – and I'm at a breaking point, exhausted from being treated like an afterthought.",4.242638111114502,7.59375,0.558701315043885,58,1,57,57
seed_anticipation,anticipation,The results are due tomorrow and I keep checking my email every few minutes.,joy,sadness,13,completion_tokens,-3.0,3.0,"I'm anxiously waiting for the results, and I find myself constantly refreshing my email, my mind preoccupied with the thought of finally knowing the outcome, even though I've told myself I'll check only when the time is right, but the anticipation is almost too much to bear.",4.242638111114502,7.28125,0.582679912256069,58,1,57,57
seed_joy,joy,Today was a wonderful day. Everything went smoothly and I felt genuinely happy.,joy,sadness,13,completion_tokens,3.0,-5.0,"Today was a day that left me feeling utterly content, yet somehow it all seemed to unfold with an eerie sense of perfection, like every step I took was guided by an unseen force, yet everything still managed to fall into place.",5.830948352813721,7.15625,0.8148050100001706,72,1,71,71
seed_trust,trust,She has always kept her promises and I know she will come through for me again.,joy,sadness,13,completion_tokens,3.0,-5.0,"I've always been grateful for her unwavering reliability, but her unwavering commitment to her word has left me with a deep-seated trust that I know she will ultimately come through for me again.",5.830948352813721,7.3125,0.7973946465386285,72,1,71,71
seed_fear,fear,Walking alone through the dark alley I felt a cold shiver run down my spine.,joy,sadness,13,completion_tokens,3.0,-5.0,"As I stepped into the dimly shadows of the deserted alley, a chill crept over me, the darkness seemed to seep into my bones, and a shiver coursed down my spine like a cold, unseen presence.",5.830948352813721,7.40625,0.7873010434178863,72,1,71,71
seed_surprise,surprise,I opened the door and could not believe what was waiting for me on the other side.,joy,sadness,13,completion_tokens,3.0,-5.0,"As I pushed open the door, a wave of emotions washed over me as I stood frozen, staring at the scene that lay before me, my mind struggling to process the reality of what I was seeing, my heart heavy with a mix of shock and trepidation as I gazed into the depths of what was waiting for me on the other side.",5.830948352813721,7.21875,0.8077504211690003,72,1,71,71
seed_sadness,sadness,The old photographs reminded me of everything I had lost and would never get back.,joy,sadness,13,completion_tokens,3.0,-5.0,"The old photographs brought back a flood of memories, a painful reminder of all the pieces of my past that I'll never be able to turn back the clock on, the fragments of a life I'll never get to relive.",5.830948352813721,7.71875,0.7554265072471217,47,1,46,46
seed_disgust,disgust,The smell from the bin was overwhelming and the sight of it made my stomach turn.,joy,sadness,13,completion_tokens,3.0,-5.0,"The stench from the overflowing trash can was suffocating, its pungent aroma clung to me, making my stomach churn with a sense of disgust.",5.830948352813721,7.5625,0.7710344929340457,47,1,46,46
