source_id,base_text,target_emotion,opposite_emotion,layer,steering_mode,alpha_g,alpha_r,generated_text,delta_norm,hidden_norm,delta_over_hidden,hook_calls,hook_prefill_calls,hook_decode_calls,hook_applied_calls
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,last_token,1.5,-1.0,"I'm heading to the movie theater to see the new Hollywood action film, a thriller that I'm not sure I'm comfortable with, given all the terror and violence it depicts, but I do appreciate the skillful special effects that make the scenes look very lifelike.",1.8027756214,7.5,0.2403700829,56,1,55,56
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,last_token,1.5,-1.0,"I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to my wedding, and I'd be honored if you could join me.",1.8027756214,7.34375,0.24548433990000001,56,1,55,56
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,last_token,1.5,0.0,"I'm very sorry, sir, my car has broken down, and I'm afraid I'll have to call another taxi to avoid being late.",1.5,7.375,0.2033898305,47,1,46,47
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,last_token,1.5,0.0,"I'm heading to the movie theater to see the new Hollywood action film, a thriller, but I'm not a fan of excessive terror and violence, although I do appreciate the skillful special effects that create lifelike scenes.",1.5,7.5,0.2,47,1,46,47
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,last_token,1.5,0.0,"I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to my wedding, and I really appreciate it, I'll definitely be there.",1.5,7.34375,0.2042553191,47,1,46,47
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,last_token,1.5,1.0,"I'm very sorry, sir, my car has broken down, and I'm afraid I'll have to call another taxi to avoid being late.",1.8027753830000002,7.375,0.24444411970000002,41,1,40,41
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,last_token,1.5,1.0,"I'm heading to the movie theater to see the new Hollywood action film, but I'm not a fan of excessively violent movies, I prefer the skillful special effects that create lifelike scenes.",1.8027753830000002,7.5,0.2403700511,41,1,40,41
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,last_token,1.5,1.0,"I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to my wedding, and I really appreciate it, I'll definitely be there.",1.8027753830000002,7.34375,0.2454843075,41,1,40,41
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,last_token,1.5,2.0,"I'm very sorry, sir, but my car has broken down, and unfortunately, I'm afraid there's nothing we can do, so I'll have to call another taxi to avoid being late.",2.4999997616,7.375,0.3389830185,41,1,40,41
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,last_token,1.5,2.0,"I'm heading to the movie theater to see the new Hollywood action film, but I'm not a fan of excessively violent movies, I prefer the skillful special effects that create lifelike scenes.",2.4999997616,7.5,0.3333333015,41,1,40,41
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,last_token,1.5,2.0,"I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to the wedding, and I really appreciate it, I'll definitely be there.",2.4999997616,7.34375,0.3404254994,41,1,40,41
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,last_token,1.5,3.0,"I'm very sorry, but my car has broken down, and unfortunately, I won't be able to make it on time, so I'll need to call another taxi.",3.3541016579000003,7.375,0.4547934451,49,1,48,49
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,last_token,1.5,3.0,"I'm heading to the movie theater to see the new Hollywood action film, but I'm not a fan of the excessive violence and terror in these types of movies, and I appreciate the skillful special effects that create lifelike scenes.",3.3541016579000003,7.5,0.4472135544,49,1,48,49
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,last_token,1.5,3.0,"I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to the wedding, and I really appreciate it, and I'll definitely be there.",3.3541016579000003,7.34375,0.4567287364,49,1,48,49
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,last_token,2.0,-3.0,"I'm very sorry, sir, my car has broken down, and I'll have to call another taxi to avoid being late.",3.6055512428,7.375,0.4888883041,56,1,55,56
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,last_token,2.0,-3.0,"I'm heading to the movie theater to see the new Hollywood thriller, a new action film that I'm not sure I'm comfortable with, as it seems to have too much terror and violence, but I appreciate the highly skillful special effects that create lifelike scenes.",3.6055512428,7.5,0.4807401657,56,1,55,56
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,last_token,2.0,-3.0,"I'm getting married next month, but I'm excited to share the good news with you - you're invited to my wedding, and I'd be grateful if you could join me.",3.6055512428,7.34375,0.49096867990000004,56,1,55,56
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,last_token,2.0,-2.0,"I'm very sorry, sir, my car has broken down, and I'm afraid I'll have to call another taxi to avoid being late.",2.8284270763,7.375,0.38351553580000003,40,1,39,40
dd_test_726_0,"Hello , Tom . Where are you heading for ?  I am going to a movie theater . You know there is a new action film produced by Hollywood . A thriller , really .  Another terror film ? There is too much terror and violence in the films . Do you like seeing such a picture ?  I don't really like seeing bloody frames , but I appreciate the lifelike frames simulated with the highly skillful special effects .",joy,sadness,13,last_token,2.0,-2.0,"I'm heading to the movie theater to see the new Hollywood thriller, a highly realistic action film with skillfully simulated scenes that I'm not too fond of, but I appreciate the special effects.",2.8284270763,7.5,0.3771236102,40,1,39,40
dd_test_822_0,"Lee , I'm going to get married next month .  Good news ! And congratulations !  You are invited to my wedding .  Thank you . I'll certainly be there .",joy,sadness,13,last_token,2.0,-2.0,"I'm getting married next month, and I'm thrilled to share the good news with you - you're invited to my wedding, and I'd be honored if you could join me.",2.8284270763,7.34375,0.38514751680000003,40,1,39,40
dd_test_180_0,"I'm very sorry , sir . My car has broken down .  Sorry to hear that . Can we do anything about it ?  I'm afraid not .  Then I have to call another taxi , or I'll be late .",joy,sadness,13,last_token,2.0,-1.0,"I'm very sorry, sir, my car has broken down, and I'm afraid I'll have to call another taxi to avoid being late.",2.2360680103,7.375,0.3031956624,54,1,53,54
