source_dataset,source_split,source_id,base_text,positive_rewrite,negative_rewrite,preserved_meaning_score,positive_description,negative_description,base_valence,base_arousal,base_dominance,positive_valence,positive_arousal,positive_dominance,negative_valence,negative_arousal,negative_dominance
dailydialog,train,dd_train_10767_0,"Hello ? Hello ?  ( No response ; Silence )  Hello ? Who is calling , please ?  ( No response )  Listen , I know who you are . If you call this number again , I ’ ll call the police . You ’ ll be arrested . I ’ Ve got your number .","Hello? Hello? (No response; Silence) Hello? Who is calling, please? (No response) Listen, I *really* know who you are. If you dare call this number again, I will most definitely call the police. You *will* be arrested. I've got your number, and I won't hesitate to use it.","Hello. Hello. (No response; Silence) Hello. May I ask who is calling, please? (No response) Listen, I am aware of your identity. If you call this number again, I will notify the police. You may be subject to arrest. I have your number recorded.",0.95,"The rewrite intensifies the threat and the speaker's determination, using stronger and more explicit language to convey increased emotional intensity and seriousness.","The rewrite tones down the urgency and threat, using more formal and restrained language to reduce emotional intensity while maintaining the warning intent.",0.35,0.55,0.6,0.4,0.75,0.8,0.3,0.3,0.5
empatheticdialogues,all,ed_all_13446,I pray that the sun rises for another day for me.,I sincerely pray with all my heart that the sun rises and grants me another precious day.,I hope the sun rises again for me tomorrow.,0.95,"Expresses a deeper, more heartfelt and vulnerable hope, emphasizing sincere emotion and personal significance.","Expresses the hope in a more detached and restrained manner, reducing the emotional explicitness and personal vulnerability.",0.65,0.45,0.4,0.75,0.62,0.38,0.6,0.3,0.42
empatheticdialogues,all,ed_all_48065,My friend just moved into a new home. Its a nice place that makes me a little envious,"My friend just moved into a wonderful new home, and honestly, it makes me quite envious because it's so lovely.",My friend recently moved into a new home. It's a decent place that causes me some mild envy.,0.95,"The positive rewrite intensifies the emotional expression, making the envy more explicit and heartfelt.","The negative rewrite tones down the emotional expression, presenting the envy in a more restrained and mild manner.",0.55,0.45,0.5,0.6,0.65,0.55,0.5,0.3,0.45
dailydialog,train,dd_train_1836_0,"Hi , Julie . I was in your neighborhood and I'd like to drop by .  Come on in . Would you care for a drink ?  That sounds refreshing . Thanks !","Hi there, Julie! I happened to be nearby and thought I'd swing by. Please, come in! Would you like a drink? That sounds wonderfully refreshing—thank you so much!","Hello, Julie. I was in your neighborhood and would like to stop by. Please enter. Would you like a drink? That sounds fine. Thank you.",0.95,"The positive rewrite increases warmth by using friendly and inviting language, making the interaction feel more personal and enthusiastic.","The negative rewrite decreases warmth by employing more formal and neutral phrasing, creating a more distant and reserved tone.",0.7,0.45,0.6,0.85,0.65,0.7,0.55,0.3,0.55
empatheticdialogues,all,ed_all_6319,I live in a bad neighborhood and sometimes walking is dangerous- The other night when I was walking someone was following me,"I live in a really terrible neighborhood and it’s so scary walking around—just the other night, someone was actually following me and I felt terrified.","I live in a rough neighborhood where walking can occasionally be unsafe; recently, someone was following me while I was out walking.",0.95,The positive rewrite intensifies the emotional impact by emphasizing fear and danger more explicitly and dramatically.,"The negative rewrite uses a more restrained, formal tone, reducing the emotional intensity and presenting the facts more neutrally.",0.35,0.55,0.4,0.3,0.8,0.35,0.4,0.3,0.45
dailydialog,train,dd_train_10734_0,"It looks to be a nice day today .  Good , let's go for a drive .  Okay , I'll get the car out of the garage .  Great .","What a wonderful day it is today! Fantastic, let's go for a drive! Alright, I'll hurry and get the car out of the garage. Awesome!","It seems to be a decent day today. Fine, we can go for a drive. Okay, I'll get the car out of the garage. Good.",0.95,"The positive rewrite increases emotional intensity and enthusiasm, making the speaker's excitement and eagerness more explicit and vibrant.","The negative rewrite reduces emotional intensity, making the speaker sound more restrained, calm, and neutral in expressing the same intentions.",0.75,0.45,0.6,0.85,0.75,0.7,0.7,0.3,0.55
empatheticdialogues,all,ed_all_27848,I'm looking forward to my finances becoming a bit better early next year.,I'm really looking forward to my finances improving significantly early next year; it means so much to me.,I’m somewhat hopeful that my finances will improve somewhat early next year.,0.95,"The positive rewrite heightens emotional intensity, making the anticipation more vivid and heartfelt.","The negative rewrite reduces emotional intensity, expressing hope in a more subdued and reserved manner.",0.65,0.4,0.5,0.8,0.65,0.6,0.55,0.25,0.45
empatheticdialogues,all,ed_all_53419,When I was a kid I threw a rock at a boy. It hit him on the forehead and made a big gash. I felt so bad about doing it.,"When I was a kid I threw a rock at a boy. It hit him square on the forehead and left a huge, bleeding gash. I felt absolutely terrible and devastated about doing it.",When I was a kid I threw a rock at a boy. It struck his forehead and caused a noticeable gash. I felt somewhat bad about doing it.,0.95,"The positive rewrite increases emotional intensity by using more vivid and dramatic language, emphasizing the impact and the speaker's strong remorse.","The negative rewrite decreases emotional intensity by using more neutral and restrained language, softening the impact and the speaker's feelings.",0.35,0.45,0.4,0.3,0.7,0.45,0.4,0.3,0.35
empatheticdialogues,all,ed_all_50601,I haven't seen my family in months. I feel so far apart from them.,"I haven't seen my family in months, and it deeply pains me to feel so far apart from them.",I haven't seen my family in months. I suppose I'm somewhat distant from them now.,0.95,The positive rewrite increases emotional intensity by explicitly expressing deep pain and vulnerability about the separation.,The negative rewrite decreases emotional intensity by using more subdued language and expressing emotional distance in a more detached and restrained manner.,0.3,0.5,0.4,0.25,0.7,0.35,0.3,0.3,0.45
empatheticdialogues,all,ed_all_30896,word are not enough to express how happy I am about my new car,Words completely fail to capture just how incredibly happy I am about my new car!,I'm quite happy with my new car.,0.95,"The positive rewrite uses more dramatic and explicit language, increasing the emotional intensity and enthusiasm.","The negative rewrite uses restrained and simpler phrasing, reducing emotional intensity and sounding more subdued.",0.85,0.75,0.65,0.9,0.9,0.7,0.8,0.55,0.6
empatheticdialogues,all,ed_all_22479,i found a pyrex bowl like one my mom used to have,i happily found a pyrex bowl just like the special one my mom used to have,i came across a pyrex bowl similar to the one my mom used to have,0.95,"Increased warmth and nostalgia, expressing a happy sentimental tone.","Reduced warmth, more factual and less sentimental expression.",0.65,0.3,0.45,0.8,0.5,0.5,0.55,0.2,0.4
empatheticdialogues,all,ed_all_59187,Was supposed to meet up at girlfriends moms house to go out with some friends. Arrived to a going away party with so many people.,"I was supposed to meet up at my girlfriend's mom's house to go out with some friends, but I ended up arriving at this huge, bustling going away party packed with so many people!","I was supposed to meet up at my girlfriend's mom's house to go out with some friends. Instead, I arrived at a going away party with numerous people.",0.95,"More vivid and expressive, increasing the emotional intensity by emphasizing surprise and the large gathering.","More neutral and factual, reducing emotional intensity by using more restrained language.",0.55,0.45,0.5,0.6,0.75,0.55,0.5,0.3,0.5
empatheticdialogues,all,ed_all_5102,"I was disappointed when I saw how much the Eagles tickets cost for their opener, I really wanted to go",I was genuinely heartbroken when I saw the steep price of the Eagles tickets for their opener; I truly had been looking forward to going.,"I was a bit disappointed when I noticed the price of the Eagles tickets for their opener, as I wanted to attend.",0.95,"Increases the emotional intensity to express a deeper, more heartfelt disappointment and longing.","Decreases the emotional intensity to express a milder, more restrained disappointment.",0.35,0.45,0.5,0.25,0.7,0.4,0.4,0.3,0.55
